"NOM","SIGLE"
"ADORNI","DRN"
"ADORNO","DRN"
"ADOT","DT"
"ADOU","D"
"ADOUANE","DN"
"ADOUANI","DN"
"ADOUARD","DRD"
"ADOUE","D"
"ADOUI","D"
"ADOUL","DL"
"ADOUM","DM"
"ADOUNI","DN"
"ADOUR","DR"
"ADOUT","DT"
"ADOUX","DX"
"ADRA","DR"
"ADRAGNA","DRGN"
"ADRAIT","DRT"
"ADRAOUAMINE","DRMN"
"ADRAOUI","DR"
"ADRAR","DRR"
"ADRAS","DRS"
"ADRASSE","DRSS"
"ADRASSET","DRSST"
"ADRAST","DRST"
"ADRASTE","DRST"
"ADREA","DR"
"ADREANI","DRN"
"ADREIT","DRT"
"ADRET","DRT"
"ADREY","DR"
"ADRIA","DR"
"ADRIAEN","DRN"
"ADRIAENS","DRNS"
"ADRIAENSSENS","DRNSSNS"
"ADRIAN","DRN"
"ADRIANI","DRN"
"ADRIANO","DRN"
"ADRIANSEN","DRNSN"
"ADRIANT","DRNT"
"ADRIEN","DRN"
"ADRIENCENSE","DRNCNS"
"ADRIENNE","DRNN"
"ADRILLON","DRLLN"
"ADRION","DRN"
"ADRIX","DRX"
"ADROGUER","DRGR"
"ADROHER","DRHR"
"ADROIT","DRT"
"ADRON","DRN"
"ADROT","DRT"
"ADROUCHE","DRCH"
"ADROVER","DRVR"
"ADRUBAL","DRBL"
"ADRY","DR"
"ADSUAR","DSR"
"ADT","DT"
"ADUGARD","DGRD"
"ADURIZ","DRZ"
"ADVENARD","DVNRD"
"ADVENIER","DVNR"
"ADVIELLE","DVLL"
"ADVILLE","DVLL"
"ADVISSE DESRUISSEAUX","DVSS DSRSSX"
"ADVISSE-DESRUISSEAUX","DVSS-DSRSSX"
"ADVOCAT","DVCT"
"ADY","D"
"ADYNS","DNS"
"ADZOVIC","DZVC"
"AEBERHARD","BRHRD"
"AEBERLI","BRL"
"AEBERSOLD","BRSLD"
"AEBI","B"
"AEBISCHER","BSCHR"
"AEBY","B"
"AECK","CK"
"AECKERLE","CKRL"
"AEGERTER","GRTR"
"AELBRECHT","LBRCHT"
"AELION","LN"
"AELLEN","LLN"
"AELLIG","LLG"
"AELTERMAN","LTRMN"
"AELTERS","LTRS"
"AELVOET","LVT"
"AEMMER","MMR"
"AENDENBOOM","NDNBM"
"AERA","R"
"AERENS","RNS"
"AERNOUDTS","RNDTS"
"AERNOUT","RNT"
"AERNOUTS","RNTS"
"AERTS","RTS"
"AESCHBACH","SCHBCH"
"AESCHBACHER","SCHBCHR"
"AESCHELMANN","SCHLMNN"
"AESCHIMANN","SCHMNN"
"AESCHLIMAN","SCHLMN"
"AESCHLIMANN","SCHLMNN"
"AFA","F"
"AFAIFIA","FF"
"AFAKIR","FKR"
"AFANASJEW","FNSJW"
"AFANASSIEFF","FNSSFF"
"AFARIAN","FRN"
"AFASSI","FSS"
"AFCHAIN","FCHN"
"AFEISSA","FSS"
"AFERIAT","FRT"
"AFETTOUCHE","FTTCH"
"AFFA","FF"
"AFFAGARD","FFGRD"
"AFFAIRE","FFR"
"AFFANE","FFN"
"AFFANI","FFN"
"AFFEJEE","FFJ"
"AFFELDT","FFLDT"
"AFFERTON","FFRTN"
"AFFHOLDER","FFHLDR"
"AFFICHARD","FFCHRD"
"AFFIGLIATI","FFGLT"
"AFFILE","FFL"
"AFFINITO","FFNT"
"AFFLARD","FFLRD"
"AFFLATET","FFLTT"
"AFFOLTER","FFLTR"
"AFFORTIT","FFRTT"
"AFFOUARD","FFRD"
"AFFRE","FFR"
"AFFRET","FFRT"
"AFFRI","FFR"
"AFFRIAT","FFRT"
"AFFROUN","FFRN"
"AFGOUN","FGN"
"AFI","F"
"AFIA","F"
"AFIANE","FN"
"AFIF","FF"
"AFIFI","FF"
"AFIR","FR"
"AFIRI","FR"
"AFKIR","FKR"
"AFLALO","FLL"
"AFONSO","FNS"
"AFONSOEWA","FNSW"
"AFOO","F"
"AFOY","F"
"AFRAS","FRS"
"AFRESNE","FRSN"
"AFRI","FR"
"AFRIAT","FRT"
"AFRIC","FRC"
"AFRICA","FRC"
"AFRICAIN","FRCN"
"AFRIT","FRT"
"AFROUKH","FRKH"
"AFROUNE","FRN"
"AFSAR","FSR"
"AFTALION","FTLN"
"AFTIS","FTS"
"AFTISSE","FTSS"
"AFZAL","FZL"
"AGA","G"
"AGAB","GB"
"AGABA","GB"
"AGABRIEL","GBRL"
"AGACCIO","GCC"
"AGACHE","GCH"
"AGACINSKI","GCNSK"
"AGAD","GD"
"AGADICHE","GDCH"
"AGAESSE","GSS"
"AGAG","GG"
"AGAGUENA","GGN"
"AGAISSE","GSS"
"AGALLA","GLL"
"AGAM","GM"
"AGAMEMNON","GMMNN"
"AGAMENNONE","GMNNN"
"AGAOUA","G"
"AGAPE","GP"
"AGAPET","GPT"
"AGAPIT","GPT"
"AGAPITOU","GPT"
"AGAPY","GP"
"AGAR","GR"
"AGARANDE","GRND"
"AGARAT","GRT"
"AGARD","GRD"
"AGARRAT","GRRT"
"AGASSANT","GSSNT"
"AGASSE","GSS"
"AGASSEAU","GSS"
"AGASSIS","GSSS"
"AGASSON","GSSN"
"AGASTIN","GSTN"
"AGASTO","GST"
"AGAT","GT"
"AGATE","GT"
"AGATHE","GTH"
"AGATHINE","GTHN"
"AGATHON","GTHN"
"AGATI","GT"
"AGATONGE","GTNG"
"AGATOR","GTR"
"AGATY","GT"
"AGAUD","GD"
"AGAUT","GT"
"AGAVIOS","GVS"
"AGAY","G"
"AGAZZI","GZZ"
"AGAZZINI","GZZN"
"AGBESSI","GBSS"
"AGBO","GB"
"AGBODJAN","GBDJN"
"AGBOTON","GBTN"
"AGCA","GC"
"AGE","G"
"AGEDE","GD"
"AGEE","G"
"AGELAN","GLN"
"AGELAS","GLS"
"AGELOU","GL"
"AGEN","GN"
"AGENAIN","GNN"
"AGENAIS","GNS"
"AGENEAU","GN"
"AGENET","GNT"
"AGENHEN","GNHN"
"AGENIE","GN"
"AGENIS","GNS"
"AGENON","GNN"
"AGENOR","GNR"
"AGENS","GNS"
"AGEON","GN"
"AGEORGES","GRGS"
"AGER","GR"
"AGERON","GRN"
"AGERT","GRT"
"AGESIDAME","GSDM"
"AGESILAS","GSLS"
"AGESNE","GSN"
"AGEST","GST"
"AGESTA","GST"
"AGEZ","GZ"
"AGGAR","GGR"
"AGGERI","GGR"
"AGGERY","GGR"
"AGGOUN","GGN"
"AGGOUNE","GGN"
"AGGOUNI","GGN"
"AGHA","GH"
"AGHADJANIAN","GHDJNN"
"AGHARBI","GHRB"
"AGHAZARIAN","GHZRN"
"AGHBAL","GHBL"
"AGHEDU","GHD"
"AGHEMO","GHM"
"AGHETTI","GHTT"
"AGHION","GHN"
"AGHMIR","GHMR"
"AGHOUILES","GHLS"
"AGI","G"
"AGIAN","GN"
"AGID","GD"
"AGIER","GR"
"AGIL","GL"
"AGILLIANON","GLLNN"
"AGIN","GN"
"AGINCOURT","GNCRT"
"AGINOR","GNR"
"AGIS","GS"
"AGISSON","GSSN"
"AGIUS","GS"
"AGLAE","GL"
"AGLAEE","GL"
"AGLAOR","GLR"
"AGLAS","GLS"
"AGLAVE","GLV"
"AGLI","GL"
"AGLIARDI","GLRD"
"AGLIATA","GLT"
"AGLIETTA","GLTT"
"AGLIETTI","GLTT"
"AGLIO","GL"
"AGLIONI","GLN"
"AGNAN","GNN"
"AGNANI","GNN"
"AGNANS","GNNS"
"AGNAOU","GN"
"AGNARD","GNRD"
"AGNASSIA","GNSS"
"AGNE","GN"
"AGNEAU","GN"
"AGNEESSENS","GNSSNS"
"AGNEL","GNL"
"AGNELET","GNLT"
"AGNELLET","GNLLT"
"AGNELLI","GNLL"
"AGNELLO","GNLL"
"AGNELLY","GNLL"
"AGNELOT","GNLT"
"AGNELY","GNL"
"AGNERAY","GNR"
"AGNES","GNS"
"AGNESA","GNS"
"AGNESE","GNS"
"AGNESI","GNS"
"AGNESINA","GNSN"
"AGNESOD","GNSD"
"AGNESSENS","GNSSNS"
"AGNET","GNT"
"AGNETTI","GNTT"
"AGNEZ","GNZ"
"AGNIEL","GNL"
"AGNIER","GNR"
"AGNIERAY","GNR"
"AGNISSAN","GNSSN"
"AGNOLA","GNL"
"AGNOLETTI","GNLTT"
"AGNOLETTO","GNLTT"
"AGNOLI","GNL"
"AGNOLY","GNL"
"AGNONA","GNN"
"AGNOUX","GNX"
"AGNUS","GNS"
"AGOBERT","GBRT"
"AGOBIAN","GBN"
"AGODOR","GDR"
"AGOGUE","GG"
"AGOGUET","GGT"
"AGOMBART","GMBRT"
"AGON","GN"
"AGONI","GN"
"AGOPIAN","GPN"
"AGOR","GR"
"AGOSTA","GST"
"AGOSTI","GST"
"AGOSTINELLI","GSTNLL"
"AGOSTINETTI","GSTNTT"
"AGOSTINHO","GSTNH"
"AGOSTINI","GSTN"
"AGOSTINIS","GSTNS"
"AGOSTINO","GSTN"
"AGOSTINUCCI","GSTNCC"
"AGOSTO","GST"
"AGOSTON","GSTN"
"AGOT","GT"
"AGOU","G"
"AGOUBI","GB"
"AGOUDJIL","GDJL"
"AGOULON","GLN"
"AGOUMI","GM"
"AGOUMIMELCHA","GMMLCH"
"AGOUNE","GN"
"AGOUNI","GN"
"AGOURRAM","GRRM"
"AGOUTBORDE","GTBRD"
"AGOUTI","GT"
"AGOUTIN","GTN"
"AGOUZOUL","GZL"
"AGOUZZAL","GZZL"
"AGOYER","GR"
"AGRA","GR"
"AGRAFEIL","GRFL"
"AGRAFEL","GRFL"
"AGRAFEUIL","GRFL"
"AGRAFFEL","GRFFL"
"AGRAIN","GRN"
"AGRAM","GRM"
"AGRAMUNT","GRMNT"
"AGRANIER","GRNR"
"AGRAPART","GRPRT"
"AGRARE","GRR"
"AGRAS","GRS"
"AGRATI","GRT"
"AGRAZ","GRZ"
"AGRE","GR"
"AGREBI","GRB"
"AGRECH","GRCH"
"AGRED","GRD"
"AGREDA","GRD"
"AGREIL","GRL"
"AGRELO","GRL"
"AGRES","GRS"
"AGRESTA","GRST"
"AGRESTI","GRST"
"AGRET","GRT"
"AGRICOL","GRCL"
"AGRICOLA","GRCL"
"AGRICOLE","GRCL"
"AGRIFOGLIO","GRFGL"
"AGRIMONTI","GRMNT"
"AGRINIER","GRNR"
"AGRIODOS","GRDS"
"AGRIPPA","GRPP"
"AGRISSAIS","GRSSS"
"AGRO","GR"
"AGRON","GRN"
"AGRY","GR"
"AGU","G"
"AGUAD","GD"
"AGUADO","GD"
"AGUAS","GS"
"AGUAY","G"
"AGUAYO","G"
"AGUD","GD"
"AGUDELO","GDL"
"AGUDO","GD"
"AGUE","G"
"AGUEDA","GD"
"AGUELON","GLN"
"AGUENI","GN"
"AGUENIER","GNR"
"AGUER","GR"
"AGUERA","GR"
"AGUERCIF","GRCF"
"AGUERGARAY","GRGR"
"AGUERO","GR"
"AGUERRA","GRR"
"AGUERRE","GRR"
"AGUERREBERRY","GRRBRR"
"AGUERRECHE","GRRCH"
"AGUERRETCHE","GRRTCH"
"AGUERRI","GRR"
"AGUESSE","GSS"
"AGUESSEAU","GSS"
"AGUESSY","GSS"
"AGUET","GT"
"AGUETAI","GT"
"AGUETANT","GTNT"
"AGUETTAND-PIEMONTAIS","GTTND-PMNTS"
"AGUETTANT","GTTNT"
"AGUETTAZ","GTTZ"
"AGUFFE","GFF"
"AGUGGIARO","GGGR"
"AGUGLIARO","GGLR"
"AGUIAR","GR"
"AGUIARD","GRD"
"AGUIE","G"
"AGUIER","GR"
"AGUILA","GL"
"AGUILAR","GLR"
"AGUILAY","GL"
"AGUILE","GL"
"AGUILEE","GL"
"AGUILERA","GLR"
"AGUILHON","GLHN"
"AGUILI","GL"
"AGUILLARD","GLLRD"
"AGUILLAUME","GLLM"
"AGUILLE","GLL"
"AGUILLON","GLLN"
"AGUILO","GL"
"AGUINAGA","GNG"
"AGUINALIN","GNLN"
"AGUINET","GNT"
"AGUINI","GN"
"AGUIR","GR"
"AGUIRRE","GRR"
"AGUITON","GTN"
"AGULHON","GLHN"
"AGULLANA","GLLN"
"AGULLES","GLLS"
"AGULLO","GLL"
"AGUS","GS"
"AGUSSAN","GSSN"
"AGUSSOL","GSSL"
"AGUSTI","GST"
"AGUSTIN","GSTN"
"AGUSTONI","GSTN"
"AGUT","GT"
"AGUTTE","GTT"
"AGUTTES","GTTS"
"AGUZOU","GZ"
"AGUZZI","GZZ"
"AGUZZOLI","GZZL"
"AH-FAT","H-FT"
"AH-FOU","H-F"
"AH-HON","H-HN"
"AH-HOT","H-HT"
"AH-KENG","H-KNG"
"AH-KIT","H-KT"
"AH-KOW","H-KW"
"AH-LEUNG","H-LNG"
"AH-NIEME","H-NM"
"AH-PINE","H-PN"
"AH-SING","H-SNG"
"AH-SON","H-SN"
"AH-TEC","H-TC"
"AH-THION","H-THN"
"AH-THON","H-THN"
"AH-TING","H-TNG"
"AH-VANE","H-VN"
"AH-YIONNE","H-NN"
"AHABCHANE","HBCHN"
"AHACHE","HCH"
"AHADJI","HDJ"
"AHADO","HD"
"AHADOBERRY","HDBRR"
"AHALLAL","HLLL"
"AHAMADA","HMD"
"AHAMADI","HMD"
"AHAMED","HMD"
"AHAMENDABURU","HMNDBR"
"AHARCHI","HRCH"
"AHARFI","HRF"
"AHARONIAN","HRNN"
"AHARRAM","HRRM"
"AHDJOUDJ","HDJDJ"
"AHEE","H"
"AHERFI","HRF"
"AHETZ-ETCHEBER","HTZ-TCHBR"
"AHFIR","HFR"
"AHIDAR","HDR"
"AHIER","HR"
"AHIL","HL"
"AHLERS","HLRS"
"AHLOUCHE","HLCH"
"AHLSWEH","HLSWH"
"AHMAD","HMD"
"AHMADI","HMD"
"AHMANE","HMN"
"AHMED","HMD"
"AHMED BEN MOHAMED","HMD BN MHMD"
"AHMED YAHIA","HMD H"
"AHMED-YAHIA","HMD-H"
"AHMEDI","HMD"
"AHMETOVIC","HMTVC"
"AHMIDA","HMD"
"AHMIDI","HMD"
"AHMIDOU","HMD"
"AHMIM","HMM"
"AHN","HN"
"AHNINE","HNN"
"AHNOU","HN"
"AHO","H"
"AHON","HN"
"AHONA","HN"
"AHOND","HND"
"AHOUA","H"
"AHOUANSOU","HNS"
"AHOUNOU","HN"
"AHR","HR"
"AHRAOUI","HR"
"AHRENS","HRNS"
"AHRES","HRS"
"AHROUCH","HRCH"
"AHRWEILLER","HRWLLR"
"AHSAM","HSM"
"AHSSAINI","HSSN"
"AHUIR","HR"
"AI",
"AIACH","CH"
"AIACHE","CH"
"AIACHI","CH"
"AIAD","D"
"AIAT","T"
"AIB","B"
"AIBAR","BR"
"AIBECHE","BCH"
"AIBOUD","BD"
"AIBOUT","BT"
"AICARD","CRD"
"AICARDI","CRD"
"AICARDO","CRD"
"AICH","CH"
"AICHAOUI","CH"
"AICHE","CH"
"AICHI","CH"
"AICHOUBA","CHB"
"AICHOUCH","CHCH"
"AICHOUCHE","CHCH"
"AICHOUN","CHN"
"AICHOUNE","CHN"
"AICHOUR","CHR"
"AICI","C"
"AID","D"
"AIDA","D"
"AIDAN","DN"
"AIDAOUI","D"
"AIDARA","DR"
"AIDAT","DT"
"AIDEL","DL"
"AIDER","DR"
"AIDI","D"
"AIDINIAN","DNN"
"AIDLI","DL"
"AIDOUD","DD"
"AIDOUDI","DD"
"AIDOUN","DN"
"AIDOUNI","DN"
"AIECH","CH"
"AIELLO","LL"
"AIEM","M"
"AIESI","S"
"AIFA","F"
"AIFAOUI","F"
"AIGLE","GL"
"AIGLEHOUX","GLHX"
"AIGLEMONT","GLMNT"
"AIGLIN","GLN"
"AIGLON","GLN"
"AIGLOZ","GLZ"
"AIGNAN","GNN"
"AIGNEL","GNL"
"AIGNELOT","GNLT"
"AIGNER","GNR"
"AIGNEREL","GNRL"
"AIGNERELLE","GNRLL"
"AIGOIN","GN"
"AIGON","GN"
"AIGOUI","G"
"AIGOUY","G"
"AIGRAIN","GRN"
"AIGRAULT","GRLT"
"AIGRET","GRT"
"AIGRON","GRN"
"AIGROT","GRT"
"AIGU","G"
"AIGUADEL-JALEME","GDL-JLM"
"AIGUAVIVA","GVV"
"AIGUEBONNE","GBNN"
"AIGUEDIEU","GD"
"AIGUEPERSE","GPRS"
"AIGUESPARSES","GSPRSS"
"AIGUIER","GR"
"AIGUILLE","GLL"
"AIGUILLON","GLLN"
"AILANE","LN"
"AILHAS","LHS"
"AILHAUD","LHD"
"AILI","L"
"AILLAGON","LLGN"
"AILLARD","LLRD"
"AILLAUD","LLD"
"AILLEAUME","LLM"
"AILLERES","LLRS"
"AILLERET","LLRT"
"AILLERIE","LLR"
"AILLERIS","LLRS"
"AILLERY","LLR"
"AILLET","LLT"
"AILLIAUD","LLD"
"AILLIE","LL"
"AILLIOT","LLT"
"AILLOT","LLT"
"AILLOUD","LLD"
"AILLOUD-BETASSON","LLD-BTSSN"
"AILLOUD-PERRAUD","LLD-PRRD"
"AIM","M"
"AIMABLE","MBL"
"AIMAIN","MN"
"AIMAR","MR"
"AIMARD","MRD"
"AIMARETTI","MRTT"
"AIMART","MRT"
"AIMASSO","MSS"
"AIME","M"
"AIME-BLANC","M-BLNC"
"AIMECHE","MCH"
"AIMEDIEU","MD"
"AIMEE","M"
"AIMENE","MN"
"AIMES","MS"
"AIMETTI","MTT"
"AIMEUR","MR"
"AIMEZ","MZ"
"AIMI","M"
"AIMINI","MN"
"AIMO","M"
"AIMO-BOOT","M-BT"
"AIMON","MN"
"AIMOND","MND"
"AIMONE","MN"
"AIMONE-CAT","MN-CT"
"AIMONETTI","MNTT"
"AIMONT","MNT"
"AIMOZ","MZ"
"AIN","N"
"AINA","N"
"AINAMA","NM"
"AINAOUI","N"
"AINARDI","NRD"
"AINAUD","ND"
"AINCE","NC"
"AINCIART","NCRT"
"AINCY","NC"
"AINE","N"
"AINEE","N"
"AINETO","NT"
"AING","NG"
"AINI","N"
"AININE","NN"
"AINOC","NC"
"AINOUCHE","NCH"
"AINOUX","NX"
"AINOUZ","NZ"
"AINOZA","NZ"
"AINS","NS"
"AINSA","NS"
"AINSEBA","NSB"
"AIO",
"AIOUAZ","Z"
"AIOUN","N"
"AIOUT","T"
"AIPAR","PR"
"AIRA","R"
"AIRAL","RL"
"AIRAUD","RD"
"AIRAUDI","RD"
"AIRAUDO","RD"
"AIRAULT","RLT"
"AIRAUT","RT"
"AIRE","R"
"AIREAULT","RLT"
"AIRECHE","RCH"
"AIRES","RS"
"AIREY","R"
"AIRIAU","R"
"AIRIAUD","RD"
"AIRIEAU","R"
"AIROLA","RL"
"AIROLDI","RLD"
"AIROT","RT"
"AIROUCHE","RCH"
"AIRVAULT","RVLT"
"AIRY","R"
"AIS","S"
"AISA","S"
"AISCAR","SCR"
"AISEN","SN"
"AISSA","SS"
"AISSA ABDI","SS BD"
"AISSANI","SSN"
"AISSANOU","SSN"
"AISSAOUI","SS"
"AISSAT","SST"
"AISSATI","SST"
"AISSI","SS"
"AISSIOU","SS"
"AISSOU","SS"
"AISSOUB","SSB"
"AIT","T"
"AIT ABBAS","T BBS"
"AIT ABDALLAH","T BDLLH"
"AIT ABDELLAH","T BDLLH"
"AIT ABDELMALEK","T BDLMLK"
"AIT ADDI","T DD"
"AIT AHMAD","T HMD"
"AIT AHMED","T HMD"
"AIT AISSA","T SS"
"AIT ALI","T L"
"AIT ALLA","T LL"
"AIT AMAR","T MR"
"AIT AMARA","T MR"
"AIT AMER","T MR"
"AIT AMEUR","T MR"
"AIT AMMAR","T MMR"
"AIT AOUDIA","T D"
"AIT ATMANE","T TMN"
"AIT AZZOUZ","T ZZZ"
"AIT BAHA","T BH"
"AIT BELKACEM","T BLKCM"
"AIT BELLA","T BLL"
"AIT BEN ALI","T BN L"
"AIT BRAHAM","T BRHM"
"AIT BRAHIM","T BRHM"
"AIT CHADI","T CHD"
"AIT DAOUD","T DD"
"AIT EL HADJ","T L HDJ"
"AIT EL HAJ","T L HJ"
"AIT ELDJOUDI","T LDJD"
"AIT ELHADJ","T LHDJ"
"AIT HADDOU","T HDD"
"AIT HAMMOU","T HMM"
"AIT HAMOU","T HM"
"AIT HAMOUDI","T HMD"
"AIT ICHOU","T CH"
"AIT IDIR","T DR"
"AIT KACI","T KC"
"AIT KASSI","T KSS"
"AIT KHEDDACHE","T KHDDCH"
"AIT KHELIFA","T KHLF"
"AIT LAHCEN","T LHCN"
"AIT LARBI","T LRB"
"AIT M'BAREK","T M'BRK"
"AIT MALEK","T MLK"
"AIT MANSOUR","T MNSR"
"AIT MEDDOUR","T MDDR"
"AIT MEHDI","T MHD"
"AIT MESSAOUD","T MSSD"
"AIT MEZIANE","T MZN"
"AIT MOHAND","T MHND"
"AIT MOKHTAR","T MKHTR"
"AIT MOKRANE","T MKRN"
"AIT MOUHEB","T MHB"
"AIT MOUHOUB","T MHB"
"AIT MOULAY","T ML"
"AIT MOUSSA","T MSS"
"AIT NACEUR","T NCR"
"AIT OMAR","T MR"
"AIT OUAKLI","T KL"
"AIT OUALI","T L"
"AIT OUARAB","T RB"
"AIT OUARET","T RT"
"AIT OUAZZOU","T ZZ"
"AIT OUMGHAR","T MGHR"
"AIT SAID","T SD"
"AIT SAIDI","T SD"
"AIT SALAH","T SLH"
"AIT SI ALI","T S L"
"AIT SLIMANE","T SLMN"
"AIT TALEB","T TLB"
"AIT TAYEB","T TB"
"AIT YAHIA","T H"
"AIT YOUCEF","T CF"
"AIT YOUSSEF","T SSF"
"AIT ZIANE","T ZN"
"AIT-ABBAS","T-BBS"
"AIT-AHMED","T-HMD"
"AIT-AISSA","T-SS"
"AIT-ALI","T-L"
"AIT-AMER","T-MR"
"AIT-BRAHAM","T-BRHM"
"AIT-IDIR","T-DR"
"AIT-KACI","T-KC"
"AIT-MANSOUR","T-MNSR"
"AIT-MESSAOUD","T-MSSD"
"AIT-MOUHOUB","T-MHB"
"AIT-MOUSSA","T-MSS"
"AIT-OUARAB","T-RB"
"AIT-OUARET","T-RT"
"AIT-SAID","T-SD"
"AIT-SALAH","T-SLH"
"AIT-SLIMANE","T-SLMN"
"AIT-TALEB","T-TLB"
"AIT-YAHIA","T-H"
"AITA","T"
"AITALI","TL"
"AITAMMAR","TMMR"
"AITCHAOUCHE","TCHCH"
"AITELLI","TLL"
"AITKEN","TKN"
"AITTAHAR","TTHR"
"AITTOUARES","TTRS"
"AIUTI","T"
"AIVADIAN","VDN"
"AIVAZIAN","VZN"
"AIX","X"
"AIZAC","ZC"
"AIZE","Z"
"AIZES","ZS"
"AIZIER","ZR"
"AIZPURU","ZPR"
"AIZPURUA","ZPR"
"AJA","J"
"AJAC","JC"
"AJACCIO","JCC"
"AJACQUES","JCQS"
"AJAGAMA","JGM"
"AJAGAMEL","JGML"
"AJAGAMELLE","JGMLL"
"AJAGUIN","JGN"
"AJAGUIN-SOLEYEN","JGN-SLN"
"AJALBERT","JLBRT"
"AJANY","JN"
"AJAOUN","JN"
"AJAS","JS"
"AJASSE","JSS"
"AJAVON","JVN"
"AJAX","JX"
"AJDID","JDD"
"AJDNIK","JDNK"
"AJELLO","JLL"
"AJIL","JL"
"AJILI","JL"
"AJIMI","JM"
"AJINCA","JNC"
"AJINTOENA","JNTN"
"AJIRKAN","JRKN"
"AJMAR","JMR"
"AJMI","JM"
"AJNAOU","JN"
"AJOLET","JLT"
"AJON","JN"
"AJORQUE","JRQ"
"AJOT","JT"
"AJOUAOU","J"
"AJOUC","JC"
"AJOUP","JP"
"AJOUR","JR"
"AJOUX","JX"
"AJROUD","JRD"
"AJUELOS","JLS"
"AJUSTE","JST"
"AJZENBERG","JZNBRG"
"AK","K"
"AKA","K"
"AKAABOUNE","KBN"
"AKAB","KB"
"AKABLI","KBL"
"AKACHA","KCH"
"AKACHAR","KCHR"
"AKAKPO","KKP"
"AKALAI","KL"
"AKALIN","KLN"
"AKAN","KN"
"AKANNI","KNN"
"AKAOUCH","KCH"
"AKAR","KR"
"AKARI","KR"
"AKARSU","KRS"
"AKAY","K"
"AKAYA","K"
"AKBABA","KBB"
"AKBACHE","KBCH"
"AKBAL","KBL"
"AKBARALY","KBRL"
"AKBAS","KBS"
"AKBI","KB"
"AKBULUT","KBLT"
"AKCA","KC"
"AKCAN","KCN"
"AKCAY","KC"
"AKCHA","KCH"
"AKDAG","KDG"
"AKDEMIR","KDMR"
"AKDENIZ","KDNZ"
"AKDIM","KDM"
"AKDOGAN","KDGN"
"AKE","K"
"AKEB","KB"
"AKEHURST","KHRST"
"AKEL","KL"
"AKERMAN","KRMN"
"AKERMANN","KRMNN"
"AKERMI","KRM"
"AKGUL","KGL"
"AKGUN","KGN"
"AKHAL","KHL"
"AKHATAR","KHTR"
"AKHOUN","KHN"
"AKHOUNE","KHN"
"AKHRIB","KHRB"
"AKHTAR","KHTR"
"AKIAN","KN"
"AKIERMAN","KRMN"
"AKIF","KF"
"AKIL","KL"
"AKIN","KN"
"AKINCI","KNC"
"AKIR","KR"
"AKKA","KK"
"AKKAL","KKL"
"AKKAOUI","KK"
"AKKAR","KKR"
"AKKARI","KKR"
"AKKAS","KKS"
"AKKAYA","KK"
"AKKI","KK"
"AKKIOUI","KK"
"AKKOUCHE","KKCH"
"AKKOUCHI","KKCH"
"AKKOUH","KKH"
"AKKOYUN","KKN"
"AKKULAK","KKLK"
"AKKUS","KKS"
"AKKUYU","KK"
"AKL","KL"
"AKLA","KL"
"AKLI","KL"
"AKLIL","KLL"
"AKLOUCHE","KLCH"
"AKMAN","KMN"
"AKMOUCHE","KMCH"
"AKNIN","KNN"
"AKNINE","KNN"
"AKNOUCH","KNCH"
"AKNOUCHE","KNCH"
"AKO","K"
"AKODAD","KDD"
"AKODO","KD"
"AKOEBA","KB"
"AKOKA","KK"
"AKOONE","KN"
"AKOUCHE","KCH"
"AKOUDAD","KDD"
"AKOUH","KH"
"AKOUKA","KK"
"AKOUN","KN"
"AKOURI","KR"
"AKPINAR","KPNR"
"AKRAB","KRB"
"AKRAM","KRM"
"AKREMANN","KRMNN"
"AKREMI","KRM"
"AKRICH","KRCH"
"AKRICHE","KRCH"
"AKRIM","KRM"
"AKRIMI","KRM"
"AKROUCHE","KRCH"
"AKROUH","KRH"
"AKROUM","KRM"
"AKROUN","KRN"
"AKROUNE","KRN"
"AKROUR","KRR"
"AKROUT","KRT"
"AKSA","KS"
"AKSAN","KSN"
"AKSAS","KSS"
"AKSIL","KSL"
"AKSOUH","KSH"
"AKSOY","KS"
"AKSU","KS"
"AKTAS","KTS"
"AKTEPE","KTP"
"AKTURK","KTRK"
"AKUE","K"
"AKYILDIZ","KLDZ"
"AKYOL","KL"
"AKYUREK","KRK"
"AKYUZ","KZ"
"AL","L"
"AL SID CHEIKH","L SD CHKH"
"ALA","L"
"ALABARBE","LBRB"
"ALABAU","LB"
"ALABEATRIX","LBTRX"
"ALABERGERE","LBRGR"
"ALABERT","LBRT"
"ALABEURTHE","LBRTH"
"ALABOUVETTE","LBVTT"
"ALABRE","LBR"
"ALAC","LC"
"ALACCHI","LCCH"
"ALACID","LCD"
"ALACOQUE","LCQ"
"ALADAME","LDM"
"ALADAVID","LDVD"
"ALADEL","LDL"
"ALADENISE","LDNS"
"ALADENIZE","LDNZ"
"ALADENYSE","LDNS"
"ALAER","LR"
"ALAFORT","LFRT"
"ALAGAMA","LGM"
"ALAGAPIN","LGPN"
"ALAGILLE","LGLL"
"ALAGNA","LGN"
"ALAGNOU","LGN"
"ALAGNOUX","LGNX"
"ALAGOZ","LGZ"
"ALAGUILLAUME","LGLLM"
"ALAGUIRISSAMY CARPAYE","LGRSSM CRP"
"ALAGUIRY","LGR"
"ALAHYANE","LHN"
"ALAIME","LM"
"ALAIMO","LM"
"ALAIN","LN"
"ALAINE","LN"
"ALAINMAT","LNMT"
"ALAIRE","LR"
"ALAIS","LS"
"ALAISE","LS"
